idr,re,co,cc,lo,me
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO POLIVALENTE PADRE ALBERTO HURTADO,81V
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO POLIVALENTE PADRE ALBERTO HURTADO,87V
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO CONCEPCION DE CHILLAN ,91V
3016,DE ÑUBLE,CHILLAN,CHILLAN,ESCUELA BASICA JUAN MADRID AZOLAS,141V
3016,DE ÑUBLE,CHILLAN,CHILLAN,ESCUELA BASICA ROSITA O'HIGGINS RIQUELME,149V
3016,DE ÑUBLE,CHILLAN,CHILLAN,ESCUELA BASICA ROSITA O'HIGGINS RIQUELME,156V
3016,DE ÑUBLE,CHILLAN,CHILLAN,ESCUELA BASICA REYES DE ESPAÑA,161V
3016,DE ÑUBLE,CHILLAN,CHILLAN,DEUTSCHE SCHULE CHILLAN,241
3016,DE ÑUBLE,CHILLAN VIEJO,CHILLAN VIEJO,COLEGIO DARIO SALAS,4M
3016,DE ÑUBLE,CHILLAN VIEJO,CHILLAN VIEJO,COLEGIO DARIO SALAS,16M
3016,DE ÑUBLE,CHILLAN VIEJO,CHILLAN VIEJO,COLEGIO DARIO SALAS,19M
3016,DE ÑUBLE,CHILLAN VIEJO,CHILLAN VIEJO,COLEGIO DARIO SALAS,20M
3016,DE ÑUBLE,CHILLAN VIEJO,CHILLAN VIEJO,COLEGIO DARIO SALAS,23M
3016,DE ÑUBLE,CHILLAN VIEJO,CHILLAN VIEJO,LICEO TOMAS LAGO,37
3016,DE ÑUBLE,COBQUECURA,BUCHUPUREO,ESCUELA BASICA BUCHUPUREO,2
3016,DE ÑUBLE,COELEMU,COELEMU,LICEO DOMINGO ORTIZ DE ROZAS,19V
3016,DE ÑUBLE,EL CARMEN,EL CARMEN,LICEO POLIVALENTE JUVENAL HERNANDEZ JAQUE,12M
3016,DE ÑUBLE,EL CARMEN,EL CARMEN,LICEO POLIVALENTE JUVENAL HERNANDEZ JAQUE,15M
3016,DE ÑUBLE,EL CARMEN,EL CARMEN,ESCUELA VIRGEN DEL CARMEN,7V
3016,DE ÑUBLE,NINHUE,NINHUE,ESCUELA GLORIAS NAVALES,1M
3016,DE ÑUBLE,PEMUCO,PEMUCO,LICEO POLIVALENTE TOMAS ARNALDO HERRERA VEGA,7V
3016,DE ÑUBLE,PINTO,PINTO,COLEGIO FRANCISCO DE ASIS,2V
3016,DE ÑUBLE,PINTO,PINTO,COLEGIO FRANCISCO DE ASIS,9V
3016,DE ÑUBLE,PINTO,PINTO,COLEGIO FRANCISCO DE ASIS,11V
3016,DE ÑUBLE,QUILLON,CERRO NEGRO,ESCUELA BASICA EL CASINO,2V
3016,DE ÑUBLE,QUILLON,QUILLON,ESCUELA BASICA HEROES DEL ITATA,9M
3016,DE ÑUBLE,QUILLON,QUILLON,ESCUELA BASICA HEROES DEL ITATA,16M
3016,DE ÑUBLE,QUILLON,QUILLON,ESCUELA BASICA HEROES DEL ITATA,17M
3016,DE ÑUBLE,QUIRIHUE,QUIRIHUE,LICEO BICENTENARIO POLIVALENTE CARLOS MONTANE CASTRO,17V
3016,DE ÑUBLE,QUIRIHUE,QUIRIHUE,LICEO BICENTENARIO POLIVALENTE CARLOS MONTANE CASTRO,20V
3016,DE ÑUBLE,RANQUIL,RANQUIL (ÑIPAS),ESCUELA BASICA ÑIPAS,2M
3016,DE ÑUBLE,SAN CARLOS,CACHAPOAL,ESCUELA CACHAPOAL,5V
3016,DE ÑUBLE,SAN CARLOS,SAN CARLOS,LICEO POLITECNICO CAPITAN IGNACIO CARRERA PINTO,14M
3016,DE ÑUBLE,SAN CARLOS,SAN CARLOS,COLEGIO SAGRADO CORAZON DE JESUS,33M
3016,DE ÑUBLE,SAN CARLOS,SAN CARLOS,COLEGIO SAGRADO CORAZON DE JESUS,41M
3016,DE ÑUBLE,SAN CARLOS,SAN CARLOS,ESCUELA GENERAL JOSE MIGUEL CARRERA VERDUGO,57M
3016,DE ÑUBLE,SAN CARLOS,SAN CARLOS,LICEO POLIVALENTE NUESTRA SEÑORA DE LA MERCED,15V
3016,DE ÑUBLE,SAN CARLOS,SAN CARLOS,LICEO POLIVALENTE NUESTRA SEÑORA DE LA MERCED,17V
3016,DE ÑUBLE,SAN NICOLAS,SAN NICOLAS,"LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLAS, CAMPUS SERGIO MARTIN ALAMOS",1M
3016,DE ÑUBLE,SAN NICOLAS,SAN NICOLAS,"LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLAS, CAMPUS SERGIO MARTIN ALAMOS",2M
3016,DE ÑUBLE,YUNGAY,YUNGAY,ESCUELA FERNANDO BAQUEDANO,14V
3008,DEL BIOBIO,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M
3008,DEL BIOBIO,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1V-10
3008,DEL BIOBIO,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,6V
3008,DEL BIOBIO,ALTO BIOBIO,CAUÑICU,ESCUELA PARTICULAR CAUÑICU,5
3008,DEL BIOBIO,ANTUCO,ANTUCO,LICEO  DOCTOR VICTOR RIOS RUIZ,2V
3008,DEL BIOBIO,CAÑETE,CAÑETE,LICEO HUMANISTA CIENTIFICO JOSE DE LA CRUZ MIRANDA CORREA,26V
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO MARINA DE CHILE,26M
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,ESCUELA ESTHER HUNNEUS DE CLARO,49M
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,LICEO REBECA MATTE BELLO,57M
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,ESCUELA DIEGO PORTALES PALAZUELOS,8V
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO SANTA EUFRASIA,25V
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO SANTA EUFRASIA,32V
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO SANTA EUFRASIA,35V
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,LICEO DE ADULTOS JOSE MANUEL BALMACEDA FERNANDEZ,44V
3008,DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO TECNICO PROFESIONAL LOS ACACIOS,59V
3008,DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO JUAN GREGORIO LAS HERAS,47M
3008,DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,COLEGIO BICENTENARIO REPUBLICA DEL BRASIL,78M
3008,DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO SAN AGUSTIN DE CONCEPCION,181M
3008,DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO COMERCIAL FEMENINO DE CONCEPCION,84V
3008,DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO DOMINGO SANTA MARIA,122V
3008,DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO REPUBLICA DE ISRAEL,150V
3008,DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO INDUSTRIAL DE CONCEPCION,162V
3008,DEL BIOBIO,CORONEL,CORONEL,ESCUELA RAFAEL SOTOMAYOR BAEZA,26M
3008,DEL BIOBIO,CORONEL,CORONEL,ESCUELA RAFAEL SOTOMAYOR BAEZA,37M
3008,DEL BIOBIO,CORONEL,CORONEL,ESCUELA BASICA PLAYAS NEGRAS,60M
3008,DEL BIOBIO,CORONEL,CORONEL,LICEO COMERCIAL ANDRES BELLO LOPEZ,78V
3008,DEL BIOBIO,CORONEL,LAGUNILLAS,ESCUELA ARTURO HUGHES CERNA,2M
3008,DEL BIOBIO,CORONEL,LAGUNILLAS,ESCUELA ARTURO HUGHES CERNA,10
3008,DEL BIOBIO,CORONEL,LAGUNILLAS,LICEO BICENTENARIO DE CORONEL,13
3008,DEL BIOBIO,CORONEL,LAGUNILLAS,LICEO BICENTENARIO DE CORONEL,19
3008,DEL BIOBIO,CORONEL,LAGUNILLAS,LICEO BICENTENARIO DE CORONEL,26
3008,DEL BIOBIO,CORONEL,LAGUNILLAS,INSTITUTO DE HUMANIDADES ANTONIO MORENO CASAMITJANA,39
3008,DEL BIOBIO,CORONEL,LAGUNILLAS,AMERICAN JUNIOR COLLEGE,53
3008,DEL BIOBIO,CURANILAHUE,CURANILAHUE,ESCUELA PABLO NERUDA,7M
3008,DEL BIOBIO,CURANILAHUE,CURANILAHUE,LICEO POLIVALENTE MARIANO LATORRE,31M
3008,DEL BIOBIO,CURANILAHUE,CURANILAHUE,LICEO POLIVALENTE MARIANO LATORRE,5V
3008,DEL BIOBIO,HUALPEN,HUALPEN,COLEGIO DE LOS SAGRADOS CORAZONES,98M
3008,DEL BIOBIO,HUALPEN,HUALPEN,ESCUELA THOMAS JEFFERSON D 465,18V
3008,DEL BIOBIO,HUALPEN,HUALPEN,ESCUELA REPUBLICA DEL PERU,68V
3008,DEL BIOBIO,HUALQUI,HUALQUI,ESCUELA BASICA LOS LIBERTADORES,17M
3008,DEL BIOBIO,HUALQUI,HUALQUI,ESCUELA MANUEL AMAT Y JUNIET,10V
3008,DEL BIOBIO,HUALQUI,HUALQUI,LICEO SAN JUAN BAUTISTA DE HUALQUI,23V
3008,DEL BIOBIO,LAJA,LA LAJA,LICEO POLITECNICO HEROES DE LA CONCEPCION,10V
3008,DEL BIOBIO,LEBU,LEBU,LICEO POLIVALENTE DOCTOR RIGOBERTO IGLESIAS BASTIAS DE LEBU,23V
3008,DEL BIOBIO,LEBU,LEBU,LICEO POLIVALENTE DOCTOR RIGOBERTO IGLESIAS BASTIAS DE LEBU,28V
3008,DEL BIOBIO,LEBU,LEBU,LICEO POLIVALENTE DOCTOR RIGOBERTO IGLESIAS BASTIAS DE LEBU,33
3008,DEL BIOBIO,LEBU,PEHUEN,ESCUELA PEHUEN,1
3008,DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,LICEO POLITECNICO CAUPOLICAN,2M
3008,DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,LICEO POLITECNICO CAUPOLICAN,6M
3008,DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,LICEO POLITECNICO CAUPOLICAN,7M
3008,DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,ESCUELA FELIX EYHERAMENDY,8V
3008,DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,ESCUELA FELIX EYHERAMENDY,14V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO COEDUCACIONAL SANTA MARIA DE LOS ANGELES,6M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO COEDUCACIONAL SANTA MARIA DE LOS ANGELES,10M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO COEDUCACIONAL SANTA MARIA DE LOS ANGELES,13M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA ESPAÑA,27M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA GENERAL JOSE DE SAN MARTIN,50M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO PARTICULAR CARLOS CONDELL,87M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA ISLA DE LAJA,114M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO ALEMAN DEL VERBO DIVINO LOCAL 2,157M
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO LOS ANGELES A-59,17V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA JOSE MANSO DE VELASCO,51V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,70V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,72V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,79V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,82V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,87V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,91V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA BASICA 11 DE SEPTIEMBRE,141V
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,COLEGIO DON ORIONE,220
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,COLEGIO SAN GABRIEL ARCANGEL,225
3008,DEL BIOBIO,LOS ANGELES,LOS ANGELES,COLEGIO SAN GABRIEL ARCANGEL,229
3008,DEL BIOBIO,LOS ANGELES,PAILLIHUE,COLEGIO MARIA INMACULADA DE LOS ANGELES,34
3008,DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA SANTA MARIA DE GUADALUPE,1M
3008,DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA SANTA MARIA DE GUADALUPE,5M
3008,DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA SANTA MARIA DE GUADALUPE,12M
3008,DEL BIOBIO,LOTA,LOTA,COLEGIO ANGEL DE PEREDO,31M
3008,DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA KONRAD ADENAUER,43M
3008,DEL BIOBIO,LOTA,LOTA,LICEO CARLOS COUSIÑO GOYENECHEA,25V
3008,DEL BIOBIO,LOTA,LOTA,LICEO CARLOS COUSIÑO GOYENECHEA,29V
3008,DEL BIOBIO,LOTA,LOTA,LICEO BALDOMERO LILLO FIGUEROA,44V
3008,DEL BIOBIO,LOTA,LOTA,INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS,55V
3008,DEL BIOBIO,NACIMIENTO,NACIMIENTO,ESCUELA EL SABER,24M
3008,DEL BIOBIO,NACIMIENTO,NACIMIENTO,ESCUELA EL SABER,1V
3008,DEL BIOBIO,NACIMIENTO,NACIMIENTO,ESCUELA OSCAR GUERRERO QUINSAC,14V
3008,DEL BIOBIO,NEGRETE,NEGRETE,LICEO POLIVALENTE LA FRONTERA,2V
3008,DEL BIOBIO,NEGRETE,NEGRETE,LICEO POLIVALENTE LA FRONTERA,14
3008,DEL BIOBIO,PENCO,PENCO,LICEO PENCOPOLITANO,37M
3008,DEL BIOBIO,PENCO,PENCO,ESCUELA REPUBLICA DE ITALIA,6V
3008,DEL BIOBIO,PENCO,PENCO,COLEGIO EL REFUGIO,43V
3008,DEL BIOBIO,QUILLECO,QUILLECO,LICEO FRANCISCO BASCUNAN GUERRERO,12V
3008,DEL BIOBIO,SAN PEDRO DE LA PAZ,LOMAS COLORADAS,COLEGIO FRATERNIDAD,28
3008,DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,ESCUELA ENRIQUE SORO BARRIGA,26M
3008,DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,LICEO MAURICIO HOCHSCHILD,58M
3008,DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,COLEGIO CONCEPCION SAN PEDRO,118
3008,DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,COLEGIO CONCEPCION LOS HUERTOS,151
3008,DEL BIOBIO,SANTA BARBARA,SANTA BARBARA,ESCUELA BASICA CACIQUE LEVIAN,11M
3008,DEL BIOBIO,SANTA BARBARA,SANTA BARBARA,LICEO CARDENAL ANTONIO SAMORE,18V
3008,DEL BIOBIO,SANTA JUANA,SANTA JUANA,ESCUELA RECAREDO VIGUERAS ARANEDA,12M
3008,DEL BIOBIO,SANTA JUANA,SANTA JUANA,ESCUELA RECAREDO VIGUERAS ARANEDA,16M
3008,DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO LA ASUNCION,93M
3008,DEL BIOBIO,TALCAHUANO,TALCAHUANO,COLEGIO LOS CONDORES,117M
3008,DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL,25V
3008,DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO TECNICO,69V
3008,DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO TECNICO,76V
3008,DEL BIOBIO,TOME,TOME,CENTRO EDUCACIONAL BICENTENARIO ALTOS DE TOME,10V
3008,DEL BIOBIO,TOME,TOME,LICEO INDUSTRIAL DE TOME,50V
3008,DEL BIOBIO,TOME,TOME,ESCUELA BASICA ARTURO PRAT,66V
3008,DEL BIOBIO,TUCAPEL,TRUPAN,ESCUELA ALEJANDRO PEREZ URBANO,2-3
3008,DEL BIOBIO,YUMBEL,YUMBEL,LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL,3M
3009,DE LA ARAUCANIA,ANGOL,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,12V
3009,DE LA ARAUCANIA,ANGOL,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,37V
3009,DE LA ARAUCANIA,CARAHUE,CARAHUE,ESCUELA BASICA KIM RUKA PABELLON B,23M
3009,DE LA ARAUCANIA,CARAHUE,TROVOLHUE,LICEO MUNICIPAL TROVOLHUE,4M
3009,DE LA ARAUCANIA,CHOLCHOL,CHOLCHOL,LICEO JAMES MUNDELL,9V
3009,DE LA ARAUCANIA,CURACAUTIN,CURACAUTIN,LICEO LAS ARAUCARIAS BASICA,6M
3009,DE LA ARAUCANIA,CURACAUTIN,MALALCAHUELLO,ESCUELA RAMON EDUARDO RAMIREZ HENRIQUEZ,2
3009,DE LA ARAUCANIA,CURARREHUE,CURARREHUE,COMPLEJO EDUCACIONAL MONSEÑOR FRANCISCO VALDES SUBERCASEAUX,3M
3009,DE LA ARAUCANIA,FREIRE,FREIRE,COLEGIO SANTA CRUZ DE FREIRE,16M
3009,DE LA ARAUCANIA,FREIRE,FREIRE,COLEGIO SANTA CRUZ DE FREIRE,23M
3009,DE LA ARAUCANIA,FREIRE,FREIRE,COMPLEJO EDUCACIONAL JUAN SCHLEYER,17V
3009,DE LA ARAUCANIA,FREIRE,FREIRE,ESCUELA JUAN SEGUEL ANEXO,21V
3009,DE LA ARAUCANIA,FREIRE,FREIRE,ESCUELA JUAN SEGUEL ANEXO,22V
3009,DE LA ARAUCANIA,FREIRE,QUEPE,ESCUELA RAIMAPU,3M
3009,DE LA ARAUCANIA,GALVARINO,GALVARINO,ESCUELA MUNICIPAL RIO QUILLEM,7M
3009,DE LA ARAUCANIA,GALVARINO,GALVARINO,ESCUELA MUNICIPAL GABRIELA MISTRAL,7V
3009,DE LA ARAUCANIA,GORBEA,GORBEA,ESCUELA BASICA CINCO,7M
3009,DE LA ARAUCANIA,LAUTARO,LAUTARO,ESCUELA PARTICULAR CORAZON DE JESUS,31V
3009,DE LA ARAUCANIA,LOS SAUCES,LOS SAUCES,ESCUELA GUSTAVO VASQUEZ DIAZ,7M
3009,DE LA ARAUCANIA,LUMACO,CAPITAN PASTENE,ESCUELA BASICA REPUBLICA DE ITALIA,5V
3009,DE LA ARAUCANIA,LUMACO,CAPITAN PASTENE,ESCUELA BASICA REPUBLICA DE ITALIA,6V
3009,DE LA ARAUCANIA,LUMACO,LUMACO,ESCUELA F-174 VALLE DE LUMACO,1M
3009,DE LA ARAUCANIA,LUMACO,LUMACO,ESCUELA F-174 VALLE DE LUMACO,4M
3009,DE LA ARAUCANIA,MELIPEUCO,MELIPEUCO,ESCUELA BASICA VOLCAN LLAIMA,6V
3009,DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,LICEO INDUSTRIAL DE NUEVA IMPERIAL,19M
3009,DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,ESCUELA ESPECIAL AVANCEMOS JUNTOS,37M
3009,DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ,13V
3009,DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,HOGAR MASCULINO LUIS GONZALEZ,30V
3009,DE LA ARAUCANIA,PADRE LAS CASAS,PADRE LAS CASAS,ESCUELA BASICA SAN SEBASTIAN DE MAQUEHUE,48V
3009,DE LA ARAUCANIA,PADRE LAS CASAS,PADRE LAS CASAS,COMPLEJO EDUCACIONAL PADRE LAS CASAS,61
3009,DE LA ARAUCANIA,PADRE LAS CASAS,PADRE LAS CASAS,POLIDEPORTIVO,97
3009,DE LA ARAUCANIA,PERQUENCO,PERQUENCO,ESCUELA EDUARDO FREI MONTALVA,1M
3009,DE LA ARAUCANIA,PERQUENCO,PERQUENCO,LICEO ISABEL POBLETE VARGAS,10V
3009,DE LA ARAUCANIA,PITRUFQUEN,PITRUFQUEN,LICEO DE CIENCIAS Y HUMANIDADES,21V
3009,DE LA ARAUCANIA,PUCON,PUCON,ESCUELA EL CLARO,13M
3009,DE LA ARAUCANIA,PUCON,PUCON,COMPLEJO EDUCACIONAL CARLOS HOLZAPFEL,3V
3009,DE LA ARAUCANIA,RENAICO,RENAICO,ESCUELA LA NOBEL GABRIELA,7M
3009,DE LA ARAUCANIA,RENAICO,RENAICO,ESCUELA LA NOBEL GABRIELA,9M
3009,DE LA ARAUCANIA,RENAICO,TIJERAL,ESCUELA BASICA LOS NOGALES,3
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA MILLARAY,3M
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA MILLARAY,12M
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA MILLARAY,20M
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA LLAIMA,31M
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,LICEO BICENTENARIO DE TEMUCO,52M
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,COLEGIO SCOLE CREARE,103M
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,LICEO PABLO NERUDA ,62V
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,COLEGIO BAUTISTA,162
3009,DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA ARTISTICA ARMANDO DUFEY BLANC,171
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,75M-128M
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,76M
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,80M
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,87M
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,ESCUELA PARTICULAR FRANCIA,107M
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,COLEGIO PROVIDENCIA DEL SAGRADO CORAZON,30V-76V
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,COLEGIO PROVIDENCIA DEL SAGRADO CORAZON,39V
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,LICEO COMERCIAL TEMUCO BICENTENARIO DE EXCELENCIA  EX LOCAL COLEGIO SANTA CRUZ,67V
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,LICEO COMERCIAL TEMUCO BICENTENARIO DE EXCELENCIA  EX LOCAL COLEGIO SANTA CRUZ,77V-89V
3009,DE LA ARAUCANIA,TEMUCO,TEMUCO SUR,COMPLEJO EDUCACIONAL UNION AMANECER,39
3009,DE LA ARAUCANIA,TEODORO SCHMIDT,HUALPIN,ESCUELA HORIZONTES,8V
3009,DE LA ARAUCANIA,TRAIGUEN,TRAIGUEN,ESCUELA REPUBLICA DE ISRAEL,13M
3009,DE LA ARAUCANIA,TRAIGUEN,TRAIGUEN,COLEGIO BICENTENARIO LOUIS PASTEUR,22M
3009,DE LA ARAUCANIA,VICTORIA,VICTORIA,LICEO JORGE ALESSANDRI RODRIGUEZ,4M
3009,DE LA ARAUCANIA,VICTORIA,VICTORIA,LICEO JORGE ALESSANDRI RODRIGUEZ,9M
3009,DE LA ARAUCANIA,VICTORIA,VICTORIA,LICEO JORGE ALESSANDRI RODRIGUEZ,18M
3009,DE LA ARAUCANIA,VILLARRICA,LICAN-RAY,ESCUELA EPU KLEI,5V
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA PARTICULAR SAGRADA FAMILIA,3M
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA PARTICULAR SAGRADA FAMILIA,5M
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA PARTICULAR SAGRADA FAMILIA,7M
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,LICEO BICENTENARIO ARTISTICO ALEXANDER GRAHAM BELL,13M
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,LICEO BICENTENARIO ARTISTICO ALEXANDER GRAHAM BELL,29M
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,COLEGIO DE HUMANIDADES DE VILLARRICA,48M
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA VALENTIN LETELIER,30V
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA MARIANO LATORRE,45V
3009,DE LA ARAUCANIA,VILLARRICA,VILLARRICA,COLEGIO SANTA CRUZ DE VILLARRICA,63
3014,DE LOS RIOS,FUTRONO,FUTRONO,ESCUELA BASICA JOSE M. BALMACEDA F.,2V
3014,DE LOS RIOS,LA UNION,LA UNION,ESCUELA PRESIDENTE JORGE ALESSANDRI R.,40M
3014,DE LOS RIOS,LA UNION,LA UNION,LICEO RECTOR ABDON ANDRADE COLOMA,5V
3014,DE LOS RIOS,LA UNION,LA UNION,ESC.DIFERENC.VILLA SAN JOSE DE LA UNION,31V
3014,DE LOS RIOS,LANCO,MALALHUE,LICEO   REPUBLICA DEL BRASIL,2M
3014,DE LOS RIOS,LOS LAGOS,LOS LAGOS,LICEO ALBERTO BLEST GANA,12V
3014,DE LOS RIOS,MARIQUINA,MARIQUINA,ESCUELA VALLE DE MARIQUINA,8V
3014,DE LOS RIOS,PAILLACO,PAILLACO,LICEO RODULFO AMANDO PHILIPPI,1M
3014,DE LOS RIOS,PAILLACO,PAILLACO,ESCUELA PROYECTO DE FUTURO,18V
3014,DE LOS RIOS,PANGUIPULLI,PANGUIPULLI,ESCUELA MANUEL ANABALON SAEZ,38
3014,DE LOS RIOS,RIO BUENO,MANTILHUE,ESCUELA RURAL VALLE MANTILHUE BAJO,3V
3014,DE LOS RIOS,RIO BUENO,RIO BUENO,ESCUELA BASICA RIO BUENO,35V
3014,DE LOS RIOS,RIO BUENO,RIO BUENO,ESCUELA BASICA RIO BUENO,40V
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO BICENTENARIO CIUDAD DE LOS RIOS VALDIVI,13M
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,INSTITUTO COMERCIAL DE VALDIVIA,65M
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 2,44V
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 2,46V
