idservel,electores
3015,191467
3001,255805
3002,483904
3003,241819
3004,649981
3005,1650083
3013,5898424
3006,800044
3007,913905
3016,437188
3008,1347167
3009,902289
3014,360297
3010,762742
3011,97936
3012,157520
