ts,circelec,idservel,mex,padron,vt1v,c1v
2021-11-26 16:48:54.045109,7213,2388,False,8152,3836,47.056
2021-11-26 16:48:54.045109,7213,2389,False,7824,3509,44.849
2021-11-26 16:48:54.045109,7081,285,False,4795,2607,54.369
2021-11-26 16:48:54.045109,7081,284,False,4802,2717,56.581
2021-11-26 16:48:54.045109,7081,286,False,2005,1115,55.611
2021-11-26 16:48:54.045109,7003,2697,False,898,235,26.169
2021-11-26 16:48:54.045109,7011,27,False,2639,882,33.422
2021-11-26 16:48:54.045109,7578,2800,False,2116,888,41.966
2021-11-26 16:48:54.045109,7738,1467,False,1379,696,50.471
2021-11-26 16:48:54.045109,7071,250,False,7156,2960,41.364
2021-11-26 16:48:54.045109,7379,1052,False,6852,2720,39.696
2021-11-26 16:48:54.045109,7379,1053,False,4968,1774,35.709
2021-11-26 16:48:54.045109,7379,1054,False,5508,2727,49.51
2021-11-26 16:48:54.045109,7379,1055,False,6213,2495,40.158
2021-11-26 16:48:54.045109,7379,1056,False,6184,2843,45.973
2021-11-26 16:48:54.045109,7562,1411,False,1212,551,45.462
2021-11-26 16:48:54.045109,7171,1945,False,2498,1287,51.521
2021-11-26 16:48:54.045109,7171,1944,False,5378,2905,54.016
2021-11-26 16:48:54.045109,7171,1946,False,3832,2310,60.282
2021-11-26 16:48:54.045109,7171,1947,False,5130,2358,45.965
2021-11-26 16:48:54.045109,7171,1948,False,5390,2779,51.558
2021-11-26 16:48:54.045109,7171,1949,False,4370,2164,49.519
2021-11-26 16:48:54.045109,7171,1950,False,3713,1952,52.572
2021-11-26 16:48:54.045109,7545,1264,False,2722,1468,53.931
2021-11-26 16:48:54.045109,7420,1250,False,5051,1836,36.349
2021-11-26 16:48:54.045109,7420,1248,False,5041,1692,33.565
2021-11-26 16:48:54.045109,7420,1249,False,5482,2127,38.8
2021-11-26 16:48:54.045109,7420,1251,False,5121,1962,38.313
2021-11-26 16:48:54.045109,7655,1082,False,4399,2041,46.397
2021-11-26 16:48:54.045109,7564,1413,False,2508,1068,42.584
2021-11-26 16:48:54.045109,7060,230,False,3902,1436,36.802
2021-11-26 16:48:54.045109,7119,497,False,6786,3131,46.139
2021-11-26 16:48:54.045109,7119,498,False,4094,2062,50.366
2021-11-26 16:48:54.045109,7119,499,False,7850,3640,46.369
2021-11-26 16:48:54.045109,7115,482,False,3411,1454,42.627
2021-11-26 16:48:54.045109,7115,481,False,1838,1000,54.407
2021-11-26 16:48:54.045109,7115,479,False,8945,4291,47.971
2021-11-26 16:48:54.045109,7115,480,False,8599,4225,49.134
2021-11-26 16:48:54.045109,7634,1430,False,1277,669,52.388
2021-11-26 16:48:54.045109,7465,1369,False,5298,2704,51.038
2021-11-26 16:48:54.045109,7465,1370,False,8168,3083,37.745
2021-11-26 16:48:54.045109,7465,1365,False,3022,1232,40.768
2021-11-26 16:48:54.045109,7465,1366,False,5298,2614,49.339
2021-11-26 16:48:54.045109,7465,1367,False,8122,3031,37.318
2021-11-26 16:48:54.045109,7465,1368,False,4043,1528,37.794
2021-11-26 16:48:54.045109,7710,1463,False,5934,3028,51.028
2021-11-26 16:48:54.045109,7076,270,False,2852,1604,56.241
2021-11-26 16:48:54.045109,7088,307,False,7048,2976,42.225
2021-11-26 16:48:54.045109,7088,308,False,5125,2261,44.117
2021-11-26 16:48:54.045109,7296,791,False,2552,1049,41.105
2021-11-26 16:48:54.045109,7726,1091,False,1613,519,32.176
2021-11-26 16:48:54.045109,7302,804,False,4879,2495,51.138
2021-11-26 16:48:54.045109,7302,805,False,2869,1242,43.29
2021-11-26 16:48:54.045109,7302,806,False,6763,2650,39.184
2021-11-26 16:48:54.045109,7302,807,False,6446,2898,44.958
2021-11-26 16:48:54.045109,7302,808,False,10552,4014,38.04
2021-11-26 16:48:54.045109,7302,809,False,4698,1999,42.55
2021-11-26 16:48:54.045109,7683,2666,False,895,450,50.279
2021-11-26 16:48:54.045109,7162,1886,False,4162,2013,48.366
2021-11-26 16:48:54.045109,7162,1887,False,3782,1828,48.334
2021-11-26 16:48:54.045109,7162,1888,False,6456,3189,49.396
2021-11-26 16:48:54.045109,7162,1892,False,4967,2418,48.681
2021-11-26 16:48:54.045109,7162,1889,False,3855,1801,46.719
2021-11-26 16:48:54.045109,7162,1890,False,6192,2804,45.284
2021-11-26 16:48:54.045109,7162,1891,False,6512,2845,43.689
2021-11-26 16:48:54.045109,7162,1893,False,4865,2360,48.51
2021-11-26 16:48:54.045109,7162,1894,False,5874,2727,46.425
2021-11-26 16:48:54.045109,7162,1895,False,7124,3044,42.729
2021-11-26 16:48:54.045109,7162,1896,False,6884,3162,45.933
2021-11-26 16:48:54.045109,7162,1897,False,5884,2674,45.445
2021-11-26 16:48:54.045109,7055,223,False,3301,1467,44.441
2021-11-26 16:48:54.045109,7156,1817,False,5181,2146,41.421
2021-11-26 16:48:54.045109,7156,1818,False,5171,2421,46.819
2021-11-26 16:48:54.045109,7156,1821,False,4817,2417,50.176
2021-11-26 16:48:54.045109,7156,1819,False,6264,2331,37.213
2021-11-26 16:48:54.045109,7156,1822,False,6190,2425,39.176
2021-11-26 16:48:54.045109,7156,1823,False,5211,2321,44.54
2021-11-26 16:48:54.045109,7156,1824,False,6186,2449,39.589
2021-11-26 16:48:54.045109,7156,1825,False,5546,2527,45.564
2021-11-26 16:48:54.045109,7156,1826,False,7165,3337,46.574
2021-11-26 16:48:54.045109,7156,1827,False,6172,2613,42.336
2021-11-26 16:48:54.045109,7156,1828,False,7464,3312,44.373
2021-11-26 16:48:54.045109,7156,1829,False,4838,2506,51.798
2021-11-26 16:48:54.045109,7156,1830,False,5884,2666,45.309
2021-11-26 16:48:54.045109,7156,1831,False,4843,2025,41.813
2021-11-26 16:48:54.045109,7156,1832,False,6825,2995,43.883
2021-11-26 16:48:54.045109,7156,1833,False,3270,1281,39.174
2021-11-26 16:48:54.045109,7156,1820,False,5434,1962,36.106
2021-11-26 16:48:54.045109,7156,1834,False,5490,2080,37.887
2021-11-26 16:48:54.045109,7156,1835,False,4191,1616,38.559
2021-11-26 16:48:54.045109,7156,1836,False,7551,3240,42.908
2021-11-26 16:48:54.045109,7324,2784,False,3186,1114,34.965
2021-11-26 16:48:54.045109,7397,1170,False,2919,1436,49.195
2021-11-26 16:48:54.045109,7397,1158,False,5171,2447,47.322
2021-11-26 16:48:54.045109,7397,1159,False,4783,2553,53.377
2021-11-26 16:48:54.045109,7397,1173,False,4938,2400,48.603
2021-11-26 16:48:54.045109,7397,1160,False,4435,2310,52.086
2021-11-26 16:48:54.045109,7397,1161,False,4590,3057,66.601
2021-11-26 16:48:54.045109,7397,1162,False,4223,2381,56.382
2021-11-26 16:48:54.045109,7397,1163,False,3833,1831,47.769
2021-11-26 16:48:54.045109,7397,1164,False,5298,2244,42.356
2021-11-26 16:48:54.045109,7397,1165,False,4975,2040,41.005
2021-11-26 16:48:54.045109,7397,1166,False,5628,2305,40.956
2021-11-26 16:48:54.045109,7397,1174,False,4009,2354,58.718
2021-11-26 16:48:54.045109,7397,1167,False,5647,2510,44.448
2021-11-26 16:48:54.045109,7397,1168,False,6077,2577,42.406
2021-11-26 16:48:54.045109,7397,1169,False,4445,2233,50.236
2021-11-26 16:48:54.045109,7397,1171,False,5760,3041,52.795
2021-11-26 16:48:54.045109,7397,1172,False,5491,3329,60.626
2021-11-26 16:48:54.045109,7468,1378,False,1981,990,49.975
2021-11-26 16:48:54.045109,7751,1099,False,5606,1983,35.373
2021-11-26 16:48:54.045109,7480,1396,False,3632,1028,28.304
2021-11-26 16:48:54.045109,7689,1435,False,2963,1655,55.856
2021-11-26 16:48:54.045109,7534,2464,False,2216,1228,55.415
2021-11-26 16:48:54.045109,7534,2463,False,5497,3148,57.268
2021-11-26 16:48:54.045109,7714,46,False,521,216,41.459
2021-11-26 16:48:54.045109,7306,813,False,4568,1766,38.66
2021-11-26 16:48:54.045109,7306,814,False,4801,1888,39.325
2021-11-26 16:48:54.045109,7030,134,False,5798,2421,41.756
2021-11-26 16:48:54.045109,7030,135,False,6182,2513,40.65
2021-11-26 16:48:54.045109,7061,231,False,4003,1615,40.345
2021-11-26 16:48:54.045109,7475,1388,False,653,99,15.161
2021-11-26 16:48:54.045109,7066,244,False,2640,1175,44.508
2021-11-26 16:48:54.045109,7250,630,False,7657,2861,37.365
2021-11-26 16:48:54.045109,7250,631,False,6170,2330,37.763
2021-11-26 16:48:54.045109,7403,1200,False,2314,1012,43.734
2021-11-26 16:48:54.045109,7010,26,False,133,46,34.586
2021-11-26 16:48:54.045109,7609,2519,False,5537,4304,77.732
2021-11-26 16:48:54.045109,7609,2517,False,6226,4252,68.294
2021-11-26 16:48:54.045109,7609,2516,False,4161,2902,69.743
2021-11-26 16:48:54.045109,7609,2518,False,4558,3378,74.111
2021-11-26 16:48:54.045109,7338,879,False,6498,3327,51.2
2021-11-26 16:48:54.045109,7338,880,False,6851,3378,49.307
2021-11-26 16:48:54.045109,7338,881,False,3952,2464,62.348
2021-11-26 16:48:54.045109,7338,882,False,8462,3765,44.493
2021-11-26 16:48:54.045109,7338,883,False,6747,3112,46.124
2021-11-26 16:48:54.045109,7338,884,False,5129,2671,52.076
2021-11-26 16:48:54.045109,7338,885,False,6809,3686,54.134
2021-11-26 16:48:54.045109,7338,886,False,8187,4675,57.103
2021-11-26 16:48:54.045109,7338,887,False,8550,4234,49.52
2021-11-26 16:48:54.045109,7338,888,False,6830,3346,48.99
2021-11-26 16:48:54.045109,7497,1496,False,5657,1609,28.443
2021-11-26 16:48:54.045109,7307,2727,False,6871,3037,44.2
2021-11-26 16:48:54.045109,7307,2749,False,6874,3076,44.748
2021-11-26 16:48:54.045109,7307,2728,False,7167,3559,49.658
2021-11-26 16:48:54.045109,7307,2729,False,5076,2106,41.489
2021-11-26 16:48:54.045109,7307,2730,False,6825,3137,45.963
2021-11-26 16:48:54.045109,7307,2731,False,6869,3266,47.547
2021-11-26 16:48:54.045109,7307,2732,False,5318,2726,51.26
2021-11-26 16:48:54.045109,7307,2733,False,6834,3020,44.191
2021-11-26 16:48:54.045109,7307,2734,False,7142,2975,41.655
2021-11-26 16:48:54.045109,7307,2735,False,6147,3330,54.173
2021-11-26 16:48:54.045109,7307,2750,False,6163,3538,57.407
2021-11-26 16:48:54.045109,7307,2736,False,7864,3635,46.223
2021-11-26 16:48:54.045109,7307,2737,False,4118,2317,56.265
2021-11-26 16:48:54.045109,7307,2738,False,6176,3148,50.972
2021-11-26 16:48:54.045109,7307,2739,False,4785,2614,54.629
2021-11-26 16:48:54.045109,7307,2740,False,4116,2134,51.846
2021-11-26 16:48:54.045109,7307,2741,False,3374,1360,40.308
2021-11-26 16:48:54.045109,7307,2742,False,7838,3404,43.429
2021-11-26 16:48:54.045109,7307,2743,False,9631,4422,45.914
2021-11-26 16:48:54.045109,7307,2744,False,7830,3557,45.428
2021-11-26 16:48:54.045109,7307,2745,False,6848,2606,38.055
2021-11-26 16:48:54.045109,7307,2746,False,5805,2799,48.217
2021-11-26 16:48:54.045109,7307,2747,False,6871,3135,45.627
2021-11-26 16:48:54.045109,7307,2748,False,5030,1981,39.384
2021-11-26 16:48:54.045109,7575,2797,False,9537,4759,49.9
2021-11-26 16:48:54.045109,7575,2798,False,7191,3547,49.326
2021-11-26 16:48:54.045109,7575,2799,False,4954,2416,48.769
2021-11-26 16:48:54.045109,7247,621,False,8924,3806,42.649
2021-11-26 16:48:54.045109,7247,622,False,7240,3355,46.34
2021-11-26 16:48:54.045109,7247,623,False,8967,4005,44.664
2021-11-26 16:48:54.045109,7247,624,False,5561,2317,41.665
2021-11-26 16:48:54.045109,7544,509,False,2047,1132,55.3
2021-11-26 16:48:54.045109,7601,131,False,405,177,43.704
2021-11-26 16:48:54.045109,7423,1259,False,5133,2411,46.971
2021-11-26 16:48:54.045109,7423,1260,False,6016,2975,49.451
2021-11-26 16:48:54.045109,7477,1390,False,3915,1710,43.678
2021-11-26 16:48:54.045109,7477,1391,False,8888,3378,38.006
2021-11-26 16:48:54.045109,7436,2627,False,1089,502,46.097
2021-11-26 16:48:54.045109,7020,80,False,4950,2470,49.899
2021-11-26 16:48:54.045109,7681,2664,False,1324,595,44.94
2021-11-26 16:48:54.045109,7493,1492,False,2637,1074,40.728
2021-11-26 16:48:54.045109,7665,2550,False,5288,3070,58.056
2021-11-26 16:48:54.045109,7665,2549,False,2732,1503,55.015
2021-11-26 16:48:54.045109,7664,2545,False,6196,3458,55.81
2021-11-26 16:48:54.045109,7664,2546,False,6199,3804,61.365
2021-11-26 16:48:54.045109,7664,2547,False,5164,3396,65.763
2021-11-26 16:48:54.045109,7664,2548,False,5532,3559,64.335
2021-11-26 16:48:54.045109,7329,2792,False,4583,1961,42.789
2021-11-26 16:48:54.045109,7456,1346,False,2548,600,23.548
2021-11-26 16:48:54.045109,7500,1499,False,3384,1440,42.553
2021-11-26 16:48:54.045109,7230,562,False,6556,3032,46.248
2021-11-26 16:48:54.045109,7230,563,False,5105,2377,46.562
2021-11-26 16:48:54.045109,7525,2701,False,2298,832,36.205
2021-11-26 16:48:54.045109,7327,2788,False,6736,3362,49.911
2021-11-26 16:48:54.045109,7327,2789,False,6323,3128,49.47
2021-11-26 16:48:54.045109,7753,1101,False,1249,628,50.28
2021-11-26 16:48:54.045109,7314,2763,False,3062,1233,40.268
2021-11-26 16:48:54.045109,7314,2764,False,6579,3074,46.724
2021-11-26 16:48:54.045109,7314,2765,False,6370,2980,46.782
2021-11-26 16:48:54.045109,7731,2810,False,1263,553,43.785
2021-11-26 16:48:54.045109,7242,603,False,3755,1685,44.874
2021-11-26 16:48:54.045109,7242,604,False,3550,1646,46.366
2021-11-26 16:48:54.045109,7548,1407,False,816,331,40.564
2021-11-26 16:48:54.045109,7293,779,False,7189,2958,41.146
2021-11-26 16:48:54.045109,7293,780,False,4100,1828,44.585
2021-11-26 16:48:54.045109,7293,781,False,7427,2950,39.72
2021-11-26 16:48:54.045109,7012,28,False,3217,915,28.443
2021-11-26 16:48:54.045109,7550,816,False,2578,1320,51.202
2021-11-26 16:48:54.045109,7125,1559,False,4017,1396,34.752
2021-11-26 16:48:54.045109,7125,1565,False,5091,2438,47.888
2021-11-26 16:48:54.045109,7125,1572,False,4747,2396,50.474
2021-11-26 16:48:54.045109,7125,1560,False,5050,2192,43.406
2021-11-26 16:48:54.045109,7125,1564,False,4760,2188,45.966
2021-11-26 16:48:54.045109,7125,1561,False,6110,2714,44.419
2021-11-26 16:48:54.045109,7125,1562,False,3340,1266,37.904
2021-11-26 16:48:54.045109,7125,1563,False,3337,1256,37.639
2021-11-26 16:48:54.045109,7125,1570,False,3466,1862,53.722
2021-11-26 16:48:54.045109,7125,1566,False,6827,2851,41.761
2021-11-26 16:48:54.045109,7125,1568,False,8094,3425,42.315
2021-11-26 16:48:54.045109,7125,1567,False,6157,2681,43.544
2021-11-26 16:48:54.045109,7125,1571,False,5061,2419,47.797
2021-11-26 16:48:54.045109,7125,1569,False,7513,3159,42.047
2021-11-26 16:48:54.045109,7384,1113,False,5591,2464,44.071
2021-11-26 16:48:54.045109,7384,1114,False,5005,2339,46.733
2021-11-26 16:48:54.045109,7384,1115,False,4665,1806,38.714
2021-11-26 16:48:54.045109,7384,1116,False,5387,2195,40.746
2021-11-26 16:48:54.045109,7241,600,False,3631,1561,42.991
2021-11-26 16:48:54.045109,7241,601,False,6554,2896,44.187
2021-11-26 16:48:54.045109,7241,602,False,6196,2760,44.545
2021-11-26 16:48:54.045109,7062,233,False,6215,2536,40.805
2021-11-26 16:48:54.045109,7062,232,False,6307,2546,40.368
2021-11-26 16:48:54.045109,7412,1233,False,1468,807,54.973
2021-11-26 16:48:54.045109,7333,832,False,6575,3070,46.692
2021-11-26 16:48:54.045109,7333,833,False,8446,4418,52.309
2021-11-26 16:48:54.045109,7333,834,False,6966,3277,47.043
2021-11-26 16:48:54.045109,7333,835,False,2929,1464,49.983
2021-11-26 16:48:54.045109,7333,836,False,8249,3673,44.527
2021-11-26 16:48:54.045109,7333,837,False,6704,3337,49.776
2021-11-26 16:48:54.045109,7333,838,False,6965,3445,49.462
2021-11-26 16:48:54.045109,7333,839,False,6622,3334,50.347
2021-11-26 16:48:54.045109,7333,841,False,3945,1804,45.729
2021-11-26 16:48:54.045109,7333,840,False,6390,3669,57.418
2021-11-26 16:48:54.045109,7333,842,False,7473,3189,42.674
2021-11-26 16:48:54.045109,7333,843,False,6974,2791,40.02
2021-11-26 16:48:54.045109,7333,844,False,5292,2535,47.902
2021-11-26 16:48:54.045109,7333,845,False,6864,2948,42.949
2021-11-26 16:48:54.045109,7333,846,False,4908,2418,49.267
2021-11-26 16:48:54.045109,7333,847,False,5900,2893,49.034
2021-11-26 16:48:54.045109,7333,848,False,6447,3435,53.281
2021-11-26 16:48:54.045109,7333,849,False,6952,3067,44.117
2021-11-26 16:48:54.045109,7333,850,False,6593,2983,45.245
2021-11-26 16:48:54.045109,7333,851,False,5229,2621,50.124
2021-11-26 16:48:54.045109,7333,852,False,3957,1821,46.02
2021-11-26 16:48:54.045109,7333,853,False,7127,4494,63.056
2021-11-26 16:48:54.045109,7333,854,False,6893,2898,42.043
2021-11-26 16:48:54.045109,7333,855,False,7169,2657,37.062
2021-11-26 16:48:54.045109,7109,440,False,6124,4538,74.102
2021-11-26 16:48:54.045109,7109,441,False,6194,3752,60.575
2021-11-26 16:48:54.045109,7109,442,False,4815,3296,68.453
2021-11-26 16:48:54.045109,7109,446,False,3435,1984,57.758
2021-11-26 16:48:54.045109,7109,443,False,6885,3777,54.858
2021-11-26 16:48:54.045109,7109,444,False,6861,4235,61.726
2021-11-26 16:48:54.045109,7109,445,False,6515,3421,52.51
2021-11-26 16:48:54.045109,7760,1472,False,1607,692,43.062
2021-11-26 16:48:54.045109,7620,2534,False,6094,3439,56.433
2021-11-26 16:48:54.045109,7620,2527,False,4734,2167,45.775
2021-11-26 16:48:54.045109,7620,2531,False,4743,2651,55.893
2021-11-26 16:48:54.045109,7620,2530,False,3729,1749,46.903
2021-11-26 16:48:54.045109,7620,2528,False,4353,1991,45.739
2021-11-26 16:48:54.045109,7620,2529,False,4368,1998,45.742
2021-11-26 16:48:54.045109,7620,2532,False,7424,4476,60.291
2021-11-26 16:48:54.045109,7620,2533,False,3725,1920,51.544
2021-11-26 16:48:54.045109,7620,2535,False,6552,4082,62.302
2021-11-26 16:48:54.045109,7286,755,False,5770,2621,45.425
2021-11-26 16:48:54.045109,7286,756,False,5040,2305,45.734
2021-11-26 16:48:54.045109,7286,759,False,6754,2943,43.574
2021-11-26 16:48:54.045109,7286,757,False,8777,4131,47.066
2021-11-26 16:48:54.045109,7286,758,False,6782,2813,41.477
2021-11-26 16:48:54.045109,7555,1408,False,1618,870,53.77
2021-11-26 16:48:54.045109,7380,1057,False,3067,1355,44.18
2021-11-26 16:48:54.045109,7380,1058,False,3047,1400,45.947
2021-11-26 16:48:54.045109,7541,2649,False,1707,744,43.585
2021-11-26 16:48:54.045109,7541,2650,False,2057,997,48.469
2021-11-26 16:48:54.045109,7034,151,False,4709,2001,42.493
2021-11-26 16:48:54.045109,7034,139,False,8790,4291,48.817
2021-11-26 16:48:54.045109,7034,148,False,7394,3075,41.588
2021-11-26 16:48:54.045109,7034,140,False,6908,3246,46.989
2021-11-26 16:48:54.045109,7034,152,False,7267,3077,42.342
2021-11-26 16:48:54.045109,7034,141,False,4550,2044,44.923
2021-11-26 16:48:54.045109,7034,147,False,7820,3271,41.829
2021-11-26 16:48:54.045109,7034,149,False,7345,3767,51.287
2021-11-26 16:48:54.045109,7034,150,False,8836,3507,39.69
2021-11-26 16:48:54.045109,7034,142,False,6630,2820,42.534
2021-11-26 16:48:54.045109,7034,143,False,8813,4426,50.221
2021-11-26 16:48:54.045109,7034,144,False,7365,3465,47.047
2021-11-26 16:48:54.045109,7034,145,False,9153,4192,45.799
2021-11-26 16:48:54.045109,7034,146,False,6796,2761,40.627
2021-11-26 16:48:54.045109,7347,941,False,1416,657,46.398
2021-11-26 16:48:54.045109,7047,188,False,12312,4779,38.816
2021-11-26 16:48:54.045109,7047,202,False,10716,4705,43.906
2021-11-26 16:48:54.045109,7047,201,False,7488,3263,43.576
2021-11-26 16:48:54.045109,7047,200,False,10268,4212,41.021
2021-11-26 16:48:54.045109,7047,199,False,8493,3147,37.054
2021-11-26 16:48:54.045109,7047,198,False,10273,5093,49.577
2021-11-26 16:48:54.045109,7047,197,False,8434,3105,36.815
2021-11-26 16:48:54.045109,7047,196,False,6848,2728,39.836
2021-11-26 16:48:54.045109,7047,195,False,7822,2793,35.707
2021-11-26 16:48:54.045109,7047,189,False,5856,3018,51.537
2021-11-26 16:48:54.045109,7047,194,False,10352,4320,41.731
2021-11-26 16:48:54.045109,7047,193,False,7127,2681,37.618
2021-11-26 16:48:54.045109,7047,192,False,10261,4773,46.516
2021-11-26 16:48:54.045109,7047,191,False,12038,4624,38.412
2021-11-26 16:48:54.045109,7047,190,False,7104,2689,37.852
2021-11-26 16:48:54.045109,7495,1494,False,230,95,41.304
2021-11-26 16:48:54.045109,7600,818,False,608,313,51.48
2021-11-26 16:48:54.045109,7352,960,False,3326,1397,42.002
2021-11-26 16:48:54.045109,7352,961,False,1505,616,40.93
2021-11-26 16:48:54.045109,7352,962,False,3655,1735,47.469
2021-11-26 16:48:54.045109,7352,963,False,3034,1443,47.561
2021-11-26 16:48:54.045109,7352,964,False,2280,1078,47.281
2021-11-26 16:48:54.045109,7352,965,False,5085,2018,39.685
2021-11-26 16:48:54.045109,7352,966,False,2893,1328,45.904
2021-11-26 16:48:54.045109,7352,967,False,3990,1878,47.068
2021-11-26 16:48:54.045109,7352,968,False,3031,1447,47.74
2021-11-26 16:48:54.045109,7352,969,False,3447,1246,36.147
2021-11-26 16:48:54.045109,7352,970,False,6255,3222,51.511
2021-11-26 16:48:54.045109,7352,971,False,5447,2673,49.073
2021-11-26 16:48:54.045109,7352,972,False,6457,2549,39.477
2021-11-26 16:48:54.045109,7352,973,False,2355,1118,47.473
2021-11-26 16:48:54.045109,7432,2618,False,5204,2141,41.141
2021-11-26 16:48:54.045109,7759,1471,False,1236,602,48.706
2021-11-26 16:48:54.045109,7675,1432,False,1439,647,44.962
2021-11-26 16:48:54.045109,7722,828,False,1189,472,39.697
2021-11-26 16:48:54.045109,7536,668,False,2128,1175,55.216
2021-11-26 16:48:54.045109,7487,1475,False,5751,2813,48.913
2021-11-26 16:48:54.045109,7487,1476,False,5716,2885,50.472
2021-11-26 16:48:54.045109,7487,1483,False,5167,2435,47.126
2021-11-26 16:48:54.045109,7487,1477,False,6687,2752,41.154
2021-11-26 16:48:54.045109,7487,1478,False,5890,2257,38.319
2021-11-26 16:48:54.045109,7487,1479,False,4952,1470,29.685
2021-11-26 16:48:54.045109,7487,1480,False,6415,2521,39.299
2021-11-26 16:48:54.045109,7487,1481,False,6247,2743,43.909
2021-11-26 16:48:54.045109,7487,1482,False,5662,2291,40.463
2021-11-26 16:48:54.045109,7684,2667,False,2517,1085,43.107
2021-11-26 16:48:54.045109,7757,1469,False,554,258,46.57
2021-11-26 16:48:54.045109,7404,1201,False,5711,2188,38.312
2021-11-26 16:48:54.045109,7404,1202,False,6154,2333,37.91
2021-11-26 16:48:54.045109,7404,1203,False,5477,1979,36.133
2021-11-26 16:48:54.045109,7118,496,False,862,392,45.476
2021-11-26 16:48:54.045109,7386,1123,False,5072,2057,40.556
2021-11-26 16:48:54.045109,7386,1120,False,5358,2103,39.25
2021-11-26 16:48:54.045109,7386,1121,False,4392,1490,33.925
2021-11-26 16:48:54.045109,7386,1122,False,5442,1782,32.745
2021-11-26 16:48:54.045109,7219,2425,False,5049,2815,55.754
2021-11-26 16:48:54.045109,7219,2424,False,8277,4163,50.296
2021-11-26 16:48:54.045109,7219,2426,False,5513,2430,44.078
2021-11-26 16:48:54.045109,7219,2427,False,8308,4066,48.941
2021-11-26 16:48:54.045109,7472,1384,False,3770,1266,33.581
2021-11-26 16:48:54.045109,7377,1045,False,6104,2536,41.547
2021-11-26 16:48:54.045109,7377,1046,False,7538,2919,38.724
2021-11-26 16:48:54.045109,7377,1047,False,7852,3362,42.817
2021-11-26 16:48:54.045109,7377,1048,False,7920,3342,42.197
2021-11-26 16:48:54.045109,7407,1207,False,4421,1530,34.608
2021-11-26 16:48:54.045109,7407,1208,False,4100,1412,34.439
2021-11-26 16:48:54.045109,7288,761,False,3939,1436,36.456
2021-11-26 16:48:54.045109,7288,762,False,3967,1597,40.257
2021-11-26 16:48:54.045109,7263,678,False,6725,3479,51.732
2021-11-26 16:48:54.045109,7263,679,False,3050,1795,58.852
2021-11-26 16:48:54.045109,7263,692,False,6624,2966,44.777
2021-11-26 16:48:54.045109,7263,693,False,6137,3014,49.112
2021-11-26 16:48:54.045109,7263,680,False,3336,1653,49.55
2021-11-26 16:48:54.045109,7263,681,False,6592,3415,51.805
2021-11-26 16:48:54.045109,7263,682,False,6752,3719,55.08
2021-11-26 16:48:54.045109,7263,683,False,6900,3393,49.174
2021-11-26 16:48:54.045109,7263,684,False,6710,3807,56.736
2021-11-26 16:48:54.045109,7263,685,False,6048,3014,49.835
2021-11-26 16:48:54.045109,7263,691,False,6724,3153,46.892
2021-11-26 16:48:54.045109,7263,686,False,6712,3128,46.603
2021-11-26 16:48:54.045109,7263,687,False,8339,4369,52.392
2021-11-26 16:48:54.045109,7263,688,False,8361,4817,57.613
2021-11-26 16:48:54.045109,7263,689,False,6594,2925,44.359
2021-11-26 16:48:54.045109,7263,690,False,6726,3332,49.539
2021-11-26 16:48:54.045109,7677,2660,False,448,249,55.58
2021-11-26 16:48:54.045109,7471,1382,False,5858,1944,33.185
2021-11-26 16:48:54.045109,7471,1383,False,6112,2228,36.453
2021-11-26 16:48:54.045109,7345,938,False,4001,1766,44.139
2021-11-26 16:48:54.045109,7031,136,False,9664,3289,34.034
2021-11-26 16:48:54.045109,7039,162,False,1028,435,42.315
2021-11-26 16:48:54.045109,7243,605,False,6379,2846,44.615
2021-11-26 16:48:54.045109,7243,606,False,7036,3206,45.566
2021-11-26 16:48:54.045109,7667,822,False,2822,1141,40.432
2021-11-26 16:48:54.045109,7617,514,False,7541,3317,43.986
2021-11-26 16:48:54.045109,7617,518,False,2627,1752,66.692
2021-11-26 16:48:54.045109,7617,515,False,3458,1981,57.287
2021-11-26 16:48:54.045109,7617,516,False,7568,4118,54.413
2021-11-26 16:48:54.045109,7617,517,False,6864,3458,50.379
2021-11-26 16:48:54.045109,7319,2772,False,6322,2635,41.68
2021-11-26 16:48:54.045109,7319,2773,False,6147,2533,41.207
2021-11-26 16:48:54.045109,7128,1585,False,6044,1806,29.881
2021-11-26 16:48:54.045109,7128,1586,False,5604,2238,39.936
2021-11-26 16:48:54.045109,7128,1609,False,5293,2100,39.675
2021-11-26 16:48:54.045109,7128,1587,False,5386,1684,31.266
2021-11-26 16:48:54.045109,7128,1610,False,5155,2589,50.223
2021-11-26 16:48:54.045109,7128,1588,False,4305,1948,45.25
2021-11-26 16:48:54.045109,7128,1611,False,4287,2093,48.822
2021-11-26 16:48:54.045109,7128,1589,False,5072,1304,25.71
2021-11-26 16:48:54.045109,7128,1612,False,5032,1451,28.835
2021-11-26 16:48:54.045109,7128,1591,False,7315,2257,30.854
2021-11-26 16:48:54.045109,7128,1592,False,6148,1407,22.885
2021-11-26 16:48:54.045109,7128,1593,False,6478,1229,18.972
2021-11-26 16:48:54.045109,7128,1613,False,6475,1194,18.44
2021-11-26 16:48:54.045109,7128,1590,False,5644,2180,38.625
2021-11-26 16:48:54.045109,7128,1606,False,3059,574,18.764
2021-11-26 16:48:54.045109,7128,1607,False,5706,1501,26.306
2021-11-26 16:48:54.045109,7128,1608,False,5708,1564,27.4
