ts,idservel,c1,c2,c3,c4,c5,c6,c7,vv,vn,vb,vt,me,tm,cm,w1V
2021-11-26 16:43:19.306967,2715,4459,9205,2276,3836,190,897,2151,23014,132,122,23268,128,128,100.0,Kast
2021-11-26 16:43:19.306967,2610,356,534,383,346,27,133,125,1904,8,17,1929,13,13,100.0,Kast
2021-11-26 16:43:19.306967,2539,819,682,709,296,31,262,1244,4043,44,45,4132,32,32,100.0,Parisi
2021-11-26 16:43:19.306967,2747,17375,15588,5003,4781,537,5472,7174,55930,474,193,56597,400,400,100.0,Boric
2021-11-26 16:43:19.306967,2721,299,287,217,102,14,83,293,1295,23,12,1330,14,14,100.0,Boric
2021-11-26 16:43:19.306967,2703,615,2644,924,398,49,230,405,5265,44,32,5341,39,39,100.0,Kast
2021-11-26 16:43:19.306967,2728,1317,3456,1691,882,79,423,1082,8930,104,89,9123,71,71,100.0,Kast
2021-11-26 16:43:19.306967,2573,1807,1382,1031,628,119,536,944,6447,64,36,6547,42,42,100.0,Boric
2021-11-26 16:43:19.306967,2824,179,658,268,91,20,88,648,1952,23,26,2001,19,19,100.0,Kast
2021-11-26 16:43:19.306967,2729,753,1790,1151,413,42,267,598,5014,45,38,5097,35,35,100.0,Kast
2021-11-26 16:43:19.306967,2722,493,520,663,212,29,117,315,2349,20,34,2403,19,19,100.0,Provoste
2021-11-26 16:43:19.306967,2723,1748,2123,1660,694,111,441,1747,8524,112,146,8782,70,70,100.0,Kast
2021-11-26 16:43:19.306967,2724,587,789,596,291,30,145,345,2783,27,55,2865,34,34,100.0,Kast
2021-11-26 16:43:19.306967,2668,235,668,409,194,11,79,233,1829,13,26,1868,15,15,100.0,Kast
2021-11-26 16:43:19.306967,2782,22630,12966,6869,8028,1458,8281,8671,68903,657,186,69746,418,418,100.0,Boric
2021-11-26 16:43:19.306967,2669,410,1479,572,399,43,244,675,3822,59,50,3931,34,34,100.0,Kast
2021-11-26 16:43:19.306967,2832,839,2479,996,827,71,420,970,6602,68,37,6707,49,49,100.0,Kast
2021-11-26 16:43:19.306967,2558,9253,9930,3514,4514,565,3009,5680,36465,298,116,36879,223,223,100.0,Kast
2021-11-26 16:43:19.306967,2575,20730,19866,6164,8511,1075,5615,8245,70206,515,188,70909,398,398,100.0,Boric
2021-11-26 16:43:19.306967,2725,712,515,626,191,25,127,276,2472,29,33,2534,32,32,100.0,Boric
2021-11-26 16:43:19.306967,2592,1464,1441,782,784,72,420,810,5773,60,59,5892,37,37,100.0,Boric
2021-11-26 16:43:19.306967,2783,15938,9937,4830,5451,1068,5075,3301,45600,362,128,46090,304,304,100.0,Boric
2021-11-26 16:43:19.306967,2546,3086,2997,1165,1237,186,1281,2288,12240,89,56,12385,74,74,100.0,Boric
2021-11-26 16:43:19.306967,2835,758,1357,1337,704,43,244,594,5037,78,85,5200,37,37,100.0,Kast
2021-11-26 16:43:19.306967,2579,25622,22687,9012,11856,1141,7901,16075,94294,780,287,95361,574,574,100.0,Boric
2021-11-26 16:43:19.306967,2840,356,991,507,321,19,144,381,2719,23,22,2764,20,20,100.0,Kast
2021-11-26 16:43:19.306967,2629,602,1474,722,567,37,383,526,4311,47,29,4387,29,29,100.0,Kast
2021-11-26 16:43:19.306967,2784,21859,13211,6495,7216,1547,6377,4634,61339,485,234,62058,466,466,100.0,Boric
2021-11-26 16:43:19.306967,2704,445,1755,576,385,35,259,792,4247,68,32,4347,36,36,100.0,Kast
2021-11-26 16:43:19.306967,2785,16061,8927,5984,4860,1280,7297,6237,50646,571,185,51402,346,346,100.0,Boric
2021-11-26 16:43:19.306967,2593,5573,5561,3314,2540,298,2182,3461,22929,255,166,23350,149,149,100.0,Boric
2021-11-26 16:43:19.306967,2594,2120,3401,1398,1380,107,909,2143,11458,96,223,11777,69,69,100.0,Kast
2021-11-26 16:43:19.306967,2638,908,2962,933,1226,55,400,737,7221,71,89,7381,52,52,100.0,Kast
2021-11-26 16:43:19.306967,2551,1097,1415,710,644,63,375,863,5167,24,27,5218,28,28,100.0,Kast
2021-11-26 16:43:19.306967,2821,2106,5283,2025,1380,150,583,1673,13200,134,263,13597,103,103,100.0,Kast
2021-11-26 16:43:19.306967,2619,856,1688,827,820,60,433,726,5410,91,78,5579,36,36,100.0,Kast
2021-11-26 16:43:19.306967,2540,327,365,396,195,20,124,326,1753,23,13,1789,18,18,100.0,Provoste
2021-11-26 16:43:19.306967,2746,287,464,227,161,11,69,112,1331,25,29,1385,12,12,100.0,Kast
2021-11-26 16:43:19.306967,2730,891,2158,1314,703,50,290,827,6233,66,44,6343,46,46,100.0,Kast
2021-11-26 16:43:19.306967,2749,52,101,17,26,0,29,31,256,2,0,258,3,3,100.0,Kast
2021-11-26 16:43:19.306967,2630,1049,2145,1045,896,62,462,742,6401,52,49,6502,41,41,100.0,Kast
2021-11-26 16:43:19.306967,2690,760,1581,1183,453,106,406,535,5024,103,73,5200,40,40,100.0,Kast
2021-11-26 16:43:19.306967,2631,1303,1966,1466,974,72,557,962,7300,67,63,7430,50,50,100.0,Kast
2021-11-26 16:43:19.306967,2535,2134,2017,1610,832,141,577,2512,9823,85,73,9981,71,71,100.0,Parisi
2021-11-26 16:43:19.306967,2563,11916,6985,5075,3455,1038,4312,5914,38695,323,139,39157,232,232,100.0,Boric
2021-11-26 16:43:19.306967,2796,29945,23430,10008,10215,1693,11303,10992,97586,802,342,98730,679,679,100.0,Boric
2021-11-26 16:43:19.306967,2842,3118,7864,2526,2391,161,942,2335,19337,166,148,19651,142,142,100.0,Kast
2021-11-26 16:43:19.306967,2620,2686,4207,2601,1749,134,1105,2266,14748,183,119,15050,110,110,100.0,Kast
2021-11-26 16:43:19.306967,2552,1726,1816,1240,1006,93,594,1793,8268,90,43,8401,45,45,100.0,Kast
2021-11-26 16:43:19.306967,2845,394,805,392,308,14,97,281,2291,25,22,2338,17,17,100.0,Kast
2021-11-26 16:43:19.306967,2569,7691,7542,3280,3253,425,2200,5113,29504,239,132,29875,178,178,100.0,Boric
2021-11-26 16:43:19.306967,2602,7173,8385,3836,4240,372,2136,4055,30197,259,150,30606,187,187,100.0,Kast
2021-11-26 16:43:19.306967,2750,52,95,5,32,0,27,33,244,2,3,249,2,2,100.0,Kast
2021-11-26 16:43:19.306967,2833,730,2504,906,892,59,389,619,6099,67,56,6222,52,52,100.0,Kast
2021-11-26 16:43:19.306967,2639,2720,5319,2501,2086,135,979,2139,15879,121,119,16119,117,117,100.0,Kast
2021-11-26 16:43:19.306967,2786,14987,6971,4401,4367,953,4246,3042,38967,321,143,39431,263,263,100.0,Boric
2021-11-26 16:43:19.306967,2792,2878,1617,1022,940,163,771,569,7960,98,34,8092,48,48,100.0,Boric
2021-11-26 16:43:19.306967,2731,746,838,1228,328,66,231,518,3955,51,31,4037,32,32,100.0,Provoste
2021-11-26 16:43:19.306967,2787,19876,12313,5296,8201,1035,3600,2401,52722,289,100,53111,313,313,100.0,Boric
2021-11-26 16:43:19.306967,2846,785,1849,906,640,47,403,691,5321,59,52,5432,36,36,100.0,Kast
2021-11-26 16:43:19.306967,2732,757,1566,1158,454,55,254,544,4788,52,33,4873,31,31,100.0,Kast
2021-11-26 16:43:19.306967,2804,671,1332,541,483,34,195,312,3568,36,28,3632,25,25,100.0,Kast
2021-11-26 16:43:19.306967,2514,849,453,370,187,66,215,1103,3243,42,25,3310,22,22,100.0,Parisi
2021-11-26 16:43:19.306967,2649,9865,14414,4764,6613,489,2926,7277,46348,277,139,46764,270,270,100.0,Kast
2021-11-26 16:43:19.306967,2621,590,1183,627,548,38,369,738,4093,43,32,4168,26,26,100.0,Kast
2021-11-26 16:43:19.306967,2788,10640,6373,4068,3468,844,4739,3581,33713,308,165,34186,251,251,100.0,Boric
2021-11-26 16:43:19.306967,2670,313,510,282,134,13,204,431,1887,28,18,1933,15,15,100.0,Kast
2021-11-26 16:43:19.306967,2595,4515,4736,3166,2779,218,1237,2040,18691,293,102,19086,133,133,100.0,Kast
2021-11-26 16:43:19.306967,2671,645,2082,670,583,47,225,865,5117,46,38,5201,39,39,100.0,Kast
2021-11-26 16:43:19.306967,2611,3012,3809,2049,2537,130,664,1291,13492,85,61,13638,92,92,100.0,Kast
2021-11-26 16:43:19.306967,2650,886,2155,638,424,71,341,847,5362,55,39,5456,39,39,100.0,Kast
2021-11-26 16:43:19.306967,2574,1149,1343,1017,770,59,449,1141,5928,85,42,6055,36,36,100.0,Kast
2021-11-26 16:43:19.306967,2758,53453,34459,12577,18640,3060,7131,5754,135074,911,400,136385,1049,1049,100.0,Boric
2021-11-26 16:43:19.306967,2568,1281,3000,828,1333,58,395,503,7398,46,22,7466,35,35,100.0,Kast
2021-11-26 16:43:19.306967,2510,102,132,79,27,5,61,234,640,4,0,644,9,9,100.0,Parisi
2021-11-26 16:43:19.306967,2805,8298,8109,3668,3722,460,2986,3808,31051,278,147,31476,173,173,100.0,Boric
2021-11-26 16:43:19.306967,2612,22153,25367,11031,12867,955,5819,13390,91582,685,275,92542,532,532,100.0,Kast
2021-11-26 16:43:19.306967,2651,13213,18990,6191,6103,866,4567,13115,63045,507,189,63741,465,465,100.0,Kast
2021-11-26 16:43:19.306967,2511,851,720,602,188,56,273,906,3596,33,22,3651,31,31,100.0,Parisi
2021-11-26 16:43:19.306967,2675,23413,47003,12020,14168,1206,6787,15121,119718,796,367,120881,904,904,100.0,Kast
2021-11-26 16:43:19.306967,2632,1684,3127,1228,1377,105,776,1440,9737,103,80,9920,73,73,100.0,Kast
2021-11-26 16:43:19.306967,2691,749,2667,911,995,46,302,656,6326,107,96,6529,52,52,100.0,Kast
2021-11-26 16:43:19.306967,2519,849,737,1163,318,45,279,1616,5007,43,23,5073,43,43,100.0,Parisi
2021-11-26 16:43:19.306967,2795,1980,1741,767,906,106,643,968,7111,69,27,7207,54,54,100.0,Boric
2021-11-26 16:43:19.306967,2755,24,71,8,19,1,23,22,168,2,1,171,3,3,100.0,Kast
2021-11-26 16:43:19.306967,2660,581,1936,483,234,57,140,322,3753,47,44,3844,27,27,100.0,Kast
2021-11-26 16:43:19.306967,2515,1508,1189,913,477,105,651,3444,8287,77,34,8398,69,69,100.0,Parisi
2021-11-26 16:43:19.306967,2692,565,1858,631,645,44,254,460,4457,66,59,4582,33,33,100.0,Kast
2021-11-26 16:43:19.306967,2652,4959,6873,3324,2073,251,1424,3804,22708,200,128,23036,158,158,100.0,Kast
2021-11-26 16:43:19.306967,2757,123,161,123,42,4,67,74,594,8,8,610,6,6,100.0,Kast
2021-11-26 16:43:19.306967,2744,67,39,35,20,8,15,14,198,10,7,215,2,2,100.0,Boric
2021-11-26 16:43:19.306967,2705,1273,3830,991,753,105,431,519,7902,113,66,8081,65,65,100.0,Kast
2021-11-26 16:43:19.306967,2841,398,905,557,310,20,117,338,2645,22,27,2694,20,20,100.0,Kast
2021-11-26 16:43:19.306967,2672,830,1820,939,584,53,305,1148,5679,60,61,5800,47,47,100.0,Kast
2021-11-26 16:43:19.306967,2810,21119,19546,8563,7402,1092,4257,8081,70060,509,279,70848,412,412,100.0,Boric
2021-11-26 16:43:19.306967,2522,2806,2780,8579,1104,173,519,3901,19862,112,65,20039,135,135,100.0,Provoste
2021-11-26 16:43:19.306967,2541,45684,30484,12931,12302,3301,11393,13507,129602,1129,438,131169,940,940,100.0,Boric
2021-11-26 16:43:19.306967,2633,398,855,414,757,25,107,186,2742,16,24,2782,21,21,100.0,Kast
2021-11-26 16:43:19.306967,2706,1718,8472,1477,1142,121,740,1029,14699,127,80,14906,111,111,100.0,Kast
2021-11-26 16:43:19.306967,2531,2255,1745,1968,822,124,537,1672,9123,119,62,9304,70,70,100.0,Boric
2021-11-26 16:43:19.306967,2693,1444,4473,1605,1208,100,548,1301,10679,116,84,10879,75,75,100.0,Kast
2021-11-26 16:43:19.306967,2640,964,2056,937,845,42,396,636,5876,56,39,5971,41,41,100.0,Kast
2021-11-26 16:43:19.306967,2578,14351,15343,4365,5754,852,3950,6545,51160,366,125,51651,293,293,100.0,Kast
2021-11-26 16:43:19.306967,2694,5166,9997,2577,2858,288,1185,2722,24793,183,131,25107,165,165,100.0,Kast
2021-11-26 16:43:19.306967,2547,41778,47235,13555,20944,2319,9962,13873,149666,964,401,151031,947,947,100.0,Kast
2021-11-26 16:43:19.306967,2789,4455,31215,3596,20938,110,401,254,60969,206,110,61285,265,265,100.0,Kast
2021-11-26 16:43:19.306967,2641,934,2247,1070,726,68,485,742,6272,92,77,6441,47,47,100.0,Kast
2021-11-26 16:43:19.306967,2673,1381,3275,1242,794,86,472,1356,8606,89,72,8767,68,68,100.0,Kast
2021-11-26 16:43:19.306967,2834,1181,1930,1148,681,70,388,1351,6749,65,49,6863,49,49,100.0,Kast
2021-11-26 16:43:19.306967,2557,1069,1831,467,1311,38,269,430,5415,31,15,5461,28,28,100.0,Kast
