ts,c1,c2,c3,c4,c5,c6,c7,vv,vn,vb,vt,me,tm,cm,w1V
2021-12-05 05:17:24.361805,1814777,1961387,815429,898331,103202,534252,899230,7026608,57044,31148,7114800,46886,46887,99.998,Kast
